Transaction_ID,Partner_ID,Date,App_Used_For_Visit,Report_Upload_Method,Turnaround_Time_Hours
TXN56204,P023,23-02-2025,1,Digital_API,25
TXN44871,P023,06-03-2025,1,Manual_Email,47
TXN94366,P023,10-03-2025,1,Digital_API,13
TXN88544,P023,07-02-2025,0,Manual_Email,29
TXN86780,P023,25-03-2025,1,Manual_Email,14
TXN29509,P023,13-03-2025,1,Manual_Email,30
TXN28561,P023,13-01-2025,0,Manual_Email,15
TXN22283,P023,01-04-2025,1,Digital_API,29
TXN12810,P023,19-01-2025,1,Digital_API,38
TXN70102,P023,19-01-2025,1,Manual_Email,55
TXN10035,P023,26-03-2025,0,Manual_Email,39
TXN64568,P023,31-03-2025,0,Manual_Email,36
TXN75512,P023,26-03-2025,0,Digital_API,5
TXN22199,P023,06-02-2025,0,Manual_Email,23
TXN33924,P023,10-01-2025,0,Manual_Email,55
TXN59323,P023,22-02-2025,1,Digital_API,28
TXN53329,P023,07-02-2025,0,Digital_API,33
TXN16187,P023,28-01-2025,0,Manual_Email,60
TXN73806,P023,04-03-2025,0,Manual_Email,37
TXN24472,P023,02-02-2025,1,Digital_API,23
TXN11923,P023,15-02-2025,0,Manual_Email,63
TXN50692,P023,15-01-2025,0,Digital_API,16
TXN48707,P023,03-02-2025,1,Manual_Email,43
TXN97999,P023,14-02-2025,1,Manual_Email,25
TXN24701,P023,04-02-2025,1,Manual_Email,32
TXN57105,P023,15-02-2025,0,Manual_Email,48
TXN47696,P023,20-01-2025,1,Manual_Email,18
TXN49031,P023,05-01-2025,0,Manual_Email,24
TXN10159,P023,17-02-2025,0,Manual_Email,69
TXN75462,P023,10-01-2025,0,Manual_Email,68
TXN94065,P023,22-03-2025,1,Digital_API,36
TXN24463,P023,09-02-2025,1,Manual_Email,41
TXN36792,P023,23-02-2025,0,Manual_Email,23
TXN87212,P023,26-02-2025,1,Digital_API,34
TXN34419,P023,18-01-2025,0,Manual_Email,57
TXN74325,P023,08-03-2025,1,Manual_Email,64
TXN68894,P023,14-01-2025,1,Digital_API,10
TXN73757,P023,28-02-2025,0,Digital_API,46
TXN40946,P023,20-03-2025,0,Digital_API,27
TXN61729,P023,25-03-2025,1,Digital_API,33
TXN81969,P023,07-02-2025,0,Manual_Email,64
TXN93104,P023,06-02-2025,0,Digital_API,24
TXN13243,P023,07-02-2025,1,Manual_Email,39
TXN22874,P023,09-03-2025,0,Manual_Email,63
TXN35614,P023,16-01-2025,1,Manual_Email,38
TXN53364,P023,18-02-2025,0,Digital_API,14
TXN34336,P023,28-03-2025,0,Digital_API,24
TXN67456,P023,10-03-2025,0,Manual_Email,20
TXN57412,P023,23-03-2025,0,Manual_Email,34
TXN12891,P023,09-01-2025,1,Manual_Email,36
TXN94033,P023,03-01-2025,1,Digital_API,37
TXN29598,P023,20-03-2025,0,Manual_Email,31
TXN45390,P023,27-01-2025,0,Digital_API,9
TXN33054,P023,09-01-2025,0,Manual_Email,64
TXN35884,P023,11-01-2025,1,Digital_API,10
TXN36774,P023,27-02-2025,1,Digital_API,42
TXN36239,P023,22-02-2025,0,Manual_Email,59
TXN60086,P023,21-03-2025,0,Manual_Email,13
TXN60062,P023,01-03-2025,1,Manual_Email,13
TXN79230,P023,14-01-2025,0,Manual_Email,12
TXN81136,P023,21-02-2025,1,Manual_Email,63
TXN32082,P023,02-03-2025,1,Digital_API,23
TXN86340,P023,07-03-2025,0,Digital_API,18
TXN81190,P023,03-02-2025,0,Manual_Email,31
TXN84330,P023,08-02-2025,0,Digital_API,11
TXN15557,P023,24-03-2025,1,Digital_API,38
TXN18153,P023,22-01-2025,0,Digital_API,36
TXN81424,P023,22-01-2025,1,Digital_API,24
TXN89168,P023,09-02-2025,1,Manual_Email,40
TXN60847,P023,15-01-2025,0,Digital_API,14
TXN37317,P023,04-01-2025,0,Manual_Email,72
TXN92551,P023,31-03-2025,0,Manual_Email,55
TXN63966,P023,23-03-2025,0,Manual_Email,68
TXN57365,P023,16-02-2025,1,Manual_Email,65
TXN18005,P024,12-03-2025,0,Digital_API,42
TXN17826,P024,14-02-2025,1,Manual_Email,16
TXN46846,P024,08-01-2025,1,Digital_API,44
TXN16442,P024,12-03-2025,0,Manual_Email,67
TXN60086,P024,30-01-2025,0,Manual_Email,29
TXN60380,P024,04-03-2025,0,Digital_API,26
TXN26201,P024,01-01-2025,1,Digital_API,15
TXN26546,P024,19-01-2025,0,Manual_Email,47
TXN15099,P024,11-01-2025,1,Manual_Email,20
TXN83778,P024,06-01-2025,1,Digital_API,43
TXN87414,P024,15-01-2025,0,Digital_API,26
TXN15338,P024,09-02-2025,0,Digital_API,17
TXN35920,P024,25-02-2025,0,Manual_Email,42
TXN39949,P024,13-03-2025,1,Manual_Email,16
TXN47299,P024,09-02-2025,1,Digital_API,48
TXN24167,P024,28-01-2025,1,Manual_Email,58
TXN32404,P024,15-03-2025,1,Digital_API,17
TXN21871,P024,05-02-2025,1,Digital_API,10
TXN73805,P024,19-02-2025,0,Digital_API,38
TXN33694,P024,03-02-2025,1,Digital_API,15
TXN98977,P024,22-01-2025,1,Manual_Email,35
TXN23591,P024,08-03-2025,1,Manual_Email,50
TXN76272,P024,07-02-2025,1,Digital_API,15
TXN20138,P024,21-03-2025,0,Digital_API,9
TXN20181,P024,23-02-2025,0,Manual_Email,28
TXN67550,P024,28-02-2025,1,Digital_API,29
TXN55641,P024,03-02-2025,0,Digital_API,12
TXN83439,P024,08-03-2025,1,Digital_API,17
TXN61395,P024,07-03-2025,1,Manual_Email,32
TXN55797,P024,02-02-2025,1,Digital_API,38
TXN46999,P024,26-03-2025,0,Digital_API,25
TXN47390,P024,21-02-2025,1,Manual_Email,29
TXN95808,P024,01-02-2025,1,Manual_Email,25
TXN34133,P024,09-01-2025,0,Digital_API,42
TXN89558,P024,29-03-2025,0,Digital_API,7
TXN72611,P024,22-03-2025,1,Manual_Email,71
TXN77977,P024,10-02-2025,0,Digital_API,9
TXN72037,P024,10-02-2025,0,Manual_Email,45
TXN34623,P024,19-03-2025,0,Digital_API,10
TXN15516,P024,16-02-2025,1,Digital_API,24
TXN69275,P024,10-01-2025,0,Digital_API,4
TXN55786,P024,02-02-2025,0,Digital_API,6
TXN39943,P024,08-03-2025,1,Digital_API,14
TXN40345,P024,23-03-2025,0,Digital_API,43
TXN48314,P024,02-03-2025,0,Digital_API,17
TXN98284,P024,31-01-2025,1,Digital_API,26
TXN30360,P024,14-02-2025,1,Digital_API,41
TXN23379,P024,01-03-2025,1,Digital_API,38
TXN80271,P024,02-01-2025,1,Manual_Email,30
TXN80771,P024,16-03-2025,0,Digital_API,48
TXN73894,P024,31-01-2025,0,Manual_Email,44
TXN17801,P025,14-01-2025,1,Digital_API,21
TXN94099,P025,18-03-2025,0,Digital_API,20
TXN81462,P025,20-01-2025,1,Manual_Email,46
TXN77634,P025,28-02-2025,1,Digital_API,23
TXN94669,P025,05-02-2025,1,Digital_API,6
TXN57142,P025,12-02-2025,1,Digital_API,10
TXN73658,P025,22-03-2025,0,Digital_API,45
TXN19671,P025,18-01-2025,1,Digital_API,13
TXN22318,P025,30-01-2025,1,Digital_API,8
TXN61781,P025,26-01-2025,0,Digital_API,16
TXN84750,P025,01-03-2025,1,Digital_API,45
TXN38635,P025,11-02-2025,1,Digital_API,37
TXN82259,P025,17-02-2025,1,Digital_API,7
TXN73638,P025,16-01-2025,0,Digital_API,23
TXN12393,P025,20-01-2025,1,Digital_API,39
TXN65625,P025,16-03-2025,1,Digital_API,20
TXN26757,P025,28-02-2025,1,Digital_API,47
TXN51684,P025,22-02-2025,1,Digital_API,44
TXN60820,P025,17-02-2025,1,Digital_API,10
TXN67756,P025,11-01-2025,1,Digital_API,16
TXN46427,P025,03-03-2025,1,Digital_API,48
TXN13458,P025,02-01-2025,1,Digital_API,43
TXN70363,P025,13-02-2025,1,Digital_API,23
TXN91634,P025,20-01-2025,1,Digital_API,11
TXN47524,P025,11-02-2025,0,Digital_API,41
TXN68164,P025,26-03-2025,1,Digital_API,5
TXN97061,P025,07-03-2025,1,Digital_API,43
TXN96634,P025,02-01-2025,1,Digital_API,48
TXN91448,P025,01-02-2025,1,Digital_API,10
TXN85144,P025,08-02-2025,1,Digital_API,25
TXN88915,P025,07-03-2025,1,Digital_API,14
TXN79485,P025,05-03-2025,0,Manual_Email,41
TXN67838,P025,11-03-2025,1,Digital_API,36
TXN71280,P025,03-03-2025,0,Manual_Email,32
TXN77238,P025,09-01-2025,1,Digital_API,17
TXN18637,P025,28-02-2025,1,Digital_API,25
TXN12080,P025,18-02-2025,1,Digital_API,44
TXN18149,P025,13-03-2025,1,Digital_API,21
TXN26857,P025,22-02-2025,1,Digital_API,27
TXN51663,P025,08-02-2025,1,Digital_API,12
TXN70814,P025,13-01-2025,1,Digital_API,6
TXN46789,P025,12-02-2025,1,Manual_Email,32
TXN55440,P025,23-02-2025,1,Digital_API,40
TXN19605,P025,06-02-2025,1,Manual_Email,56
TXN27225,P025,11-03-2025,1,Digital_API,27
TXN67063,P025,20-03-2025,1,Digital_API,15
TXN14222,P025,18-02-2025,1,Digital_API,27
TXN92506,P025,12-02-2025,1,Digital_API,5
TXN96559,P025,16-01-2025,1,Digital_API,46
TXN22403,P025,28-02-2025,1,Digital_API,28
TXN37888,P025,16-02-2025,1,Digital_API,40
TXN20680,P025,09-03-2025,1,Digital_API,37
TXN50645,P025,10-01-2025,0,Digital_API,31
TXN86253,P025,19-02-2025,1,Digital_API,32
TXN62601,P025,11-01-2025,1,Digital_API,16
TXN31726,P025,19-02-2025,1,Digital_API,13
TXN17693,P025,27-01-2025,1,Digital_API,42
TXN84951,P025,05-01-2025,1,Digital_API,41
TXN20483,P025,30-01-2025,1,Digital_API,47
TXN54175,P025,16-02-2025,1,Manual_Email,53
TXN97896,P025,28-01-2025,0,Digital_API,38
TXN50248,P025,13-01-2025,1,Digital_API,38
TXN79730,P026,23-03-2025,1,Digital_API,6
TXN23881,P026,02-02-2025,0,Manual_Email,63
TXN58089,P026,01-03-2025,0,Manual_Email,20
TXN30412,P026,24-01-2025,1,Manual_Email,53
TXN39961,P026,28-01-2025,1,Digital_API,8
TXN67609,P026,04-03-2025,0,Digital_API,29
TXN70346,P026,05-03-2025,1,Digital_API,9
TXN66608,P026,26-01-2025,0,Manual_Email,20
TXN10192,P026,21-01-2025,1,Manual_Email,69
TXN24313,P026,29-01-2025,1,Manual_Email,60
TXN31784,P026,02-03-2025,0,Manual_Email,50
TXN91897,P026,25-02-2025,0,Digital_API,38
TXN64779,P026,16-03-2025,0,Manual_Email,18
TXN82533,P026,07-01-2025,0,Digital_API,31
TXN33210,P026,14-02-2025,0,Manual_Email,20
TXN53237,P026,09-02-2025,1,Manual_Email,67
TXN81354,P026,21-03-2025,1,Manual_Email,54
TXN74525,P026,19-01-2025,0,Manual_Email,72
TXN74804,P026,05-03-2025,0,Manual_Email,25
TXN90350,P026,05-03-2025,1,Digital_API,41
TXN99752,P026,23-02-2025,0,Digital_API,46
TXN18326,P026,07-02-2025,1,Manual_Email,70
TXN72269,P026,22-03-2025,1,Digital_API,11
TXN48319,P026,03-02-2025,0,Digital_API,32
TXN57723,P026,23-01-2025,0,Manual_Email,52
TXN86592,P026,19-03-2025,0,Digital_API,6
TXN98281,P026,15-01-2025,0,Manual_Email,13
TXN20000,P026,14-01-2025,0,Digital_API,25
TXN47151,P026,24-03-2025,0,Manual_Email,28
TXN60670,P026,01-04-2025,0,Manual_Email,28
TXN57447,P026,12-01-2025,0,Manual_Email,61
TXN49828,P026,07-03-2025,1,Manual_Email,31
TXN79217,P026,04-03-2025,1,Manual_Email,50
TXN14003,P026,28-03-2025,1,Manual_Email,35
TXN17237,P026,21-02-2025,1,Manual_Email,52
TXN52068,P026,26-01-2025,0,Digital_API,6
TXN42211,P026,01-02-2025,1,Digital_API,46
TXN84482,P026,18-03-2025,0,Manual_Email,37
TXN85249,P026,26-02-2025,0,Digital_API,15
TXN53842,P026,21-02-2025,0,Manual_Email,41
TXN74756,P026,26-02-2025,0,Manual_Email,23
TXN22899,P026,17-02-2025,1,Digital_API,9
TXN77569,P026,01-01-2025,1,Digital_API,38
TXN81520,P026,27-02-2025,1,Digital_API,8
TXN31755,P026,22-02-2025,1,Manual_Email,51
TXN40303,P026,28-01-2025,0,Manual_Email,34
TXN76756,P026,16-02-2025,0,Digital_API,35
TXN50823,P026,10-02-2025,0,Digital_API,32
TXN93941,P026,22-01-2025,0,Digital_API,37
TXN88280,P026,01-03-2025,0,Digital_API,24
TXN24191,P026,16-03-2025,1,Manual_Email,18
TXN50352,P026,15-03-2025,1,Manual_Email,17
TXN73527,P026,20-02-2025,0,Manual_Email,42
TXN99548,P026,26-03-2025,0,Manual_Email,45
TXN93538,P026,03-02-2025,1,Manual_Email,57
TXN27017,P027,25-02-2025,1,Digital_API,14
TXN52068,P027,20-03-2025,1,Digital_API,17
TXN31310,P027,27-03-2025,0,Manual_Email,56
TXN69057,P027,30-01-2025,1,Digital_API,9
TXN75934,P027,10-01-2025,1,Digital_API,28
TXN31934,P027,03-03-2025,1,Digital_API,37
TXN63673,P027,17-02-2025,1,Digital_API,14
TXN40858,P027,08-02-2025,1,Manual_Email,39
TXN29850,P027,11-02-2025,1,Digital_API,29
TXN15586,P027,25-03-2025,1,Digital_API,35
TXN11720,P027,19-03-2025,0,Digital_API,37
TXN95761,P027,05-02-2025,1,Digital_API,43
TXN45964,P027,22-03-2025,1,Digital_API,24
TXN57878,P027,23-03-2025,1,Digital_API,40
TXN76868,P027,13-02-2025,1,Digital_API,39
TXN90888,P027,17-01-2025,1,Digital_API,5
TXN77971,P027,01-01-2025,1,Digital_API,15
TXN47218,P027,25-01-2025,0,Digital_API,23
TXN75744,P027,04-02-2025,1,Digital_API,22
TXN72594,P027,09-03-2025,1,Digital_API,19
TXN97246,P027,24-03-2025,1,Digital_API,22
TXN66802,P027,01-01-2025,1,Digital_API,13
TXN48944,P027,25-03-2025,1,Digital_API,25
TXN26446,P027,03-02-2025,1,Digital_API,16
TXN90067,P027,17-03-2025,0,Digital_API,38
TXN43340,P027,10-02-2025,1,Digital_API,20
TXN71851,P027,21-02-2025,1,Digital_API,16
TXN97673,P027,30-03-2025,1,Digital_API,47
TXN17507,P027,01-01-2025,1,Digital_API,6
TXN21379,P027,02-03-2025,1,Digital_API,11
TXN99881,P027,28-02-2025,1,Digital_API,38
TXN77697,P027,07-03-2025,1,Digital_API,36
TXN44832,P027,19-03-2025,1,Digital_API,21
TXN13784,P027,03-01-2025,1,Digital_API,27
TXN74941,P027,26-03-2025,1,Digital_API,14
TXN56563,P027,06-01-2025,1,Digital_API,27
TXN85013,P027,28-03-2025,1,Digital_API,13
TXN49676,P027,15-02-2025,1,Digital_API,19
TXN51597,P027,01-04-2025,1,Digital_API,17
TXN19544,P027,12-01-2025,1,Digital_API,12
TXN35633,P027,18-02-2025,1,Digital_API,17
TXN34291,P027,14-03-2025,1,Digital_API,38
TXN92759,P027,01-04-2025,1,Manual_Email,58
TXN84617,P027,29-03-2025,1,Digital_API,18
TXN90525,P027,02-02-2025,1,Digital_API,12
TXN44779,P027,31-01-2025,1,Digital_API,38
TXN46032,P027,17-01-2025,1,Digital_API,19
TXN85828,P027,05-01-2025,1,Digital_API,24
TXN19813,P027,07-02-2025,1,Digital_API,9
TXN98434,P027,02-03-2025,1,Digital_API,40
TXN35578,P027,19-02-2025,1,Manual_Email,38
TXN72219,P027,08-02-2025,1,Digital_API,30
TXN30807,P027,10-02-2025,1,Digital_API,36
TXN29781,P027,04-03-2025,1,Digital_API,47
TXN23600,P027,09-03-2025,1,Manual_Email,50
TXN87649,P027,28-02-2025,1,Digital_API,44
TXN68251,P027,30-03-2025,1,Digital_API,16
TXN68398,P027,20-01-2025,0,Digital_API,44
TXN64054,P027,28-03-2025,1,Digital_API,36
TXN45109,P027,04-01-2025,1,Digital_API,34
TXN29896,P027,26-03-2025,1,Digital_API,41
TXN93910,P027,20-03-2025,1,Digital_API,42
TXN71381,P027,12-01-2025,1,Manual_Email,32
TXN71040,P027,27-01-2025,1,Digital_API,25
TXN61313,P027,07-02-2025,1,Digital_API,43
TXN69847,P027,17-02-2025,1,Manual_Email,19
TXN22465,P027,05-02-2025,1,Manual_Email,33
TXN68026,P027,13-03-2025,1,Digital_API,17
TXN30196,P027,21-02-2025,0,Digital_API,4
TXN14681,P027,10-01-2025,0,Digital_API,30
TXN66951,P027,31-01-2025,0,Digital_API,6
TXN95149,P027,01-03-2025,1,Digital_API,45
TXN97838,P027,22-01-2025,1,Digital_API,45
TXN41206,P027,04-01-2025,1,Digital_API,25
TXN86075,P027,02-02-2025,1,Digital_API,17
TXN28958,P028,28-02-2025,1,Digital_API,23
TXN56435,P028,25-03-2025,0,Digital_API,30
TXN97145,P028,19-01-2025,1,Digital_API,19
TXN29313,P028,18-02-2025,0,Manual_Email,46
TXN14215,P028,19-01-2025,1,Manual_Email,36
TXN60327,P028,24-02-2025,0,Manual_Email,34
TXN43913,P028,07-03-2025,0,Manual_Email,20
TXN53229,P028,18-02-2025,1,Digital_API,46
TXN38387,P028,15-01-2025,0,Manual_Email,54
TXN82420,P028,02-03-2025,0,Manual_Email,14
TXN83301,P028,03-02-2025,0,Digital_API,47
TXN39522,P028,03-03-2025,0,Manual_Email,54
TXN72084,P028,18-01-2025,0,Manual_Email,54
TXN99238,P028,30-01-2025,0,Digital_API,10
TXN86245,P028,28-01-2025,0,Digital_API,30
TXN12110,P028,04-02-2025,0,Manual_Email,12
TXN15079,P028,26-02-2025,1,Manual_Email,63
TXN31333,P028,24-02-2025,1,Digital_API,45
TXN15429,P028,23-03-2025,1,Manual_Email,63
TXN84156,P028,09-03-2025,0,Manual_Email,16
TXN48954,P028,24-02-2025,1,Manual_Email,42
TXN16760,P028,04-01-2025,0,Digital_API,7
TXN53864,P028,16-01-2025,1,Digital_API,30
TXN52119,P028,06-03-2025,0,Manual_Email,43
TXN35669,P029,11-01-2025,0,Digital_API,42
TXN54169,P029,12-03-2025,0,Digital_API,16
TXN76991,P029,15-02-2025,0,Manual_Email,24
TXN62176,P029,05-01-2025,1,Manual_Email,39
TXN79419,P029,15-01-2025,1,Manual_Email,68
TXN69262,P029,24-01-2025,0,Manual_Email,53
TXN29826,P029,23-02-2025,1,Digital_API,4
TXN66054,P029,01-02-2025,0,Digital_API,23
TXN17065,P029,18-01-2025,0,Manual_Email,50
TXN72855,P029,17-01-2025,1,Digital_API,17
TXN53487,P029,16-03-2025,0,Manual_Email,30
TXN90496,P029,07-02-2025,0,Manual_Email,68
TXN38205,P029,13-02-2025,0,Digital_API,38
TXN41471,P029,07-02-2025,0,Manual_Email,37
TXN75094,P029,02-01-2025,1,Digital_API,41
TXN10620,P029,12-01-2025,1,Digital_API,38
TXN34125,P029,17-03-2025,0,Manual_Email,68
TXN60001,P029,21-03-2025,1,Manual_Email,61
TXN43524,P029,02-03-2025,0,Manual_Email,20
TXN65511,P029,02-02-2025,0,Digital_API,44
TXN51044,P029,05-01-2025,0,Manual_Email,30
TXN43465,P029,08-01-2025,1,Digital_API,23
TXN85639,P029,03-03-2025,1,Digital_API,36
TXN50897,P029,24-03-2025,0,Manual_Email,16
TXN17631,P029,29-01-2025,0,Manual_Email,16
TXN84217,P029,06-01-2025,0,Manual_Email,40
TXN84017,P029,17-02-2025,0,Digital_API,20
TXN62392,P029,07-02-2025,0,Manual_Email,36
TXN74286,P029,14-02-2025,1,Manual_Email,53
TXN52726,P029,22-01-2025,0,Manual_Email,63
TXN51608,P029,30-01-2025,0,Manual_Email,17
TXN40953,P029,31-01-2025,0,Manual_Email,45
TXN53463,P029,08-01-2025,0,Manual_Email,15
TXN89083,P029,27-03-2025,0,Manual_Email,34
TXN76709,P029,17-02-2025,0,Manual_Email,71
TXN61820,P029,15-02-2025,1,Digital_API,25
TXN27151,P029,08-03-2025,1,Manual_Email,47
TXN18565,P029,29-03-2025,1,Digital_API,4
TXN63376,P029,30-01-2025,0,Digital_API,43
TXN42702,P029,21-02-2025,0,Digital_API,22
TXN15670,P029,20-01-2025,0,Manual_Email,40
TXN44639,P029,18-03-2025,0,Manual_Email,39
TXN40134,P029,08-02-2025,0,Digital_API,20
TXN21004,P029,03-01-2025,1,Digital_API,8
TXN60766,P029,18-01-2025,0,Manual_Email,59
TXN77030,P029,28-03-2025,0,Digital_API,38
TXN95426,P029,12-01-2025,0,Manual_Email,46
TXN29426,P029,01-03-2025,0,Manual_Email,56
TXN98834,P029,17-03-2025,1,Manual_Email,21
TXN26458,P029,25-01-2025,0,Digital_API,25
TXN50995,P029,11-03-2025,1,Manual_Email,16
TXN49893,P030,21-01-2025,0,Digital_API,44
TXN37774,P030,28-03-2025,1,Manual_Email,52
TXN25811,P030,01-04-2025,0,Digital_API,26
TXN45518,P030,08-03-2025,0,Digital_API,30
TXN94979,P030,02-03-2025,0,Digital_API,47
TXN74584,P030,20-01-2025,0,Manual_Email,40
TXN90971,P030,21-03-2025,0,Manual_Email,63
TXN49870,P030,30-03-2025,0,Manual_Email,26
TXN36667,P030,14-02-2025,1,Manual_Email,35
TXN82139,P030,30-03-2025,0,Manual_Email,13
TXN51576,P030,08-02-2025,1,Digital_API,18
TXN72269,P030,04-03-2025,1,Manual_Email,27
TXN83383,P030,22-03-2025,1,Manual_Email,64
TXN66776,P030,25-01-2025,0,Manual_Email,44
TXN94278,P030,30-01-2025,0,Digital_API,11
TXN79342,P030,18-02-2025,1,Digital_API,40
TXN77399,P030,07-02-2025,0,Digital_API,5
TXN92554,P030,17-03-2025,0,Digital_API,30
TXN32976,P030,13-01-2025,1,Digital_API,11
TXN61714,P030,25-03-2025,0,Manual_Email,24
TXN75504,P030,31-03-2025,1,Manual_Email,24
TXN62132,P030,23-01-2025,1,Manual_Email,32
TXN21546,P030,01-03-2025,0,Digital_API,47
TXN90797,P030,31-01-2025,0,Digital_API,28
TXN84416,P030,12-01-2025,0,Digital_API,8
TXN25796,P030,22-02-2025,0,Digital_API,38
TXN30702,P030,13-02-2025,0,Manual_Email,50
TXN73215,P030,24-01-2025,0,Manual_Email,28
TXN27222,P030,17-03-2025,0,Digital_API,30
TXN33655,P030,01-04-2025,1,Digital_API,47
TXN75933,P030,02-03-2025,0,Digital_API,43
TXN47844,P030,14-03-2025,0,Manual_Email,27
TXN88175,P030,27-01-2025,1,Digital_API,14
TXN16609,P030,27-03-2025,1,Digital_API,40
TXN60347,P030,23-02-2025,1,Digital_API,4
TXN53103,P030,23-01-2025,0,Manual_Email,16
TXN37603,P030,31-01-2025,1,Digital_API,11
TXN97074,P030,09-01-2025,1,Manual_Email,21
TXN12845,P030,28-03-2025,0,Digital_API,35
TXN69355,P030,18-03-2025,1,Manual_Email,26
TXN63386,P030,09-01-2025,0,Digital_API,38
TXN58471,P030,15-01-2025,0,Digital_API,16
TXN38513,P030,01-02-2025,1,Manual_Email,45
TXN84533,P030,06-03-2025,0,Digital_API,12
TXN71205,P030,20-02-2025,0,Digital_API,31
TXN82285,P030,17-03-2025,0,Manual_Email,72
TXN60742,P030,07-01-2025,0,Manual_Email,68
TXN17440,P030,14-01-2025,1,Manual_Email,27
TXN18679,P030,02-01-2025,0,Manual_Email,34
TXN82398,P030,05-02-2025,1,Manual_Email,37
TXN19414,P030,12-01-2025,0,Digital_API,24
TXN62064,P030,22-03-2025,0,Digital_API,41
TXN86283,P030,08-02-2025,1,Manual_Email,55
TXN37210,P030,28-02-2025,0,Manual_Email,54
TXN91134,P030,24-03-2025,1,Manual_Email,16
TXN34541,P030,28-03-2025,1,Digital_API,46
TXN39370,P030,11-02-2025,1,Manual_Email,48
TXN66052,P030,06-02-2025,0,Manual_Email,21
TXN38009,P030,15-02-2025,0,Digital_API,32
TXN38648,P030,24-01-2025,0,Digital_API,13
TXN64887,P030,29-01-2025,0,Digital_API,40
TXN99541,P030,16-03-2025,0,Manual_Email,22
TXN93435,P030,12-02-2025,0,Manual_Email,42
TXN83305,P030,05-02-2025,1,Manual_Email,58
TXN75500,P030,23-03-2025,1,Manual_Email,59
TXN67834,P030,03-01-2025,0,Digital_API,18
TXN21953,P030,07-02-2025,0,Manual_Email,39
TXN79078,P030,29-03-2025,1,Manual_Email,34
TXN28983,P031,04-03-2025,1,Manual_Email,70
TXN91998,P031,02-01-2025,0,Manual_Email,46
TXN84347,P031,29-03-2025,1,Digital_API,46
TXN54767,P031,16-03-2025,0,Digital_API,35
TXN13163,P031,04-03-2025,1,Digital_API,5
TXN97027,P031,01-04-2025,1,Digital_API,23
TXN18391,P031,19-01-2025,0,Manual_Email,34
TXN59260,P031,26-03-2025,1,Digital_API,7
TXN75941,P031,08-03-2025,1,Manual_Email,46
TXN41317,P031,12-01-2025,1,Manual_Email,36
TXN20149,P031,23-03-2025,1,Digital_API,7
TXN65308,P031,07-03-2025,1,Manual_Email,33
TXN92642,P031,07-02-2025,1,Manual_Email,26
TXN41318,P031,19-01-2025,1,Manual_Email,42
TXN65398,P031,09-01-2025,0,Digital_API,8
TXN48825,P032,29-03-2025,0,Digital_API,44
TXN63840,P032,10-03-2025,1,Digital_API,19
TXN14294,P032,01-02-2025,1,Digital_API,31
TXN83351,P032,12-03-2025,0,Digital_API,36
TXN30393,P032,31-03-2025,1,Manual_Email,37
TXN56590,P032,23-01-2025,0,Digital_API,12
TXN14881,P032,27-03-2025,0,Digital_API,40
TXN48226,P032,23-03-2025,1,Manual_Email,59
TXN15128,P032,15-03-2025,1,Digital_API,45
TXN58128,P032,22-02-2025,1,Manual_Email,54
TXN38363,P032,01-01-2025,0,Digital_API,29
TXN87248,P032,04-01-2025,1,Digital_API,25
TXN75164,P032,02-02-2025,1,Digital_API,8
TXN77288,P032,07-02-2025,0,Digital_API,24
TXN79906,P032,24-02-2025,1,Digital_API,18
TXN34183,P032,20-02-2025,1,Manual_Email,56
TXN36273,P032,03-02-2025,1,Digital_API,13
TXN50293,P032,29-01-2025,1,Digital_API,26
TXN84922,P032,31-03-2025,1,Digital_API,28
TXN43452,P032,20-03-2025,1,Digital_API,25
TXN40008,P032,08-02-2025,1,Digital_API,41
TXN81129,P032,24-03-2025,0,Digital_API,26
TXN70375,P032,17-03-2025,1,Digital_API,46
TXN26369,P032,11-01-2025,1,Manual_Email,31
TXN42611,P032,10-03-2025,1,Digital_API,34
TXN34211,P032,09-02-2025,1,Digital_API,7
TXN77713,P032,13-03-2025,0,Digital_API,14
TXN96832,P032,31-01-2025,1,Digital_API,38
TXN99031,P032,02-02-2025,0,Digital_API,11
TXN62939,P032,11-02-2025,0,Digital_API,48
TXN64314,P032,21-03-2025,0,Digital_API,5
TXN58173,P032,22-03-2025,0,Digital_API,46
TXN14476,P032,07-02-2025,0,Digital_API,48
TXN36524,P032,07-02-2025,1,Digital_API,20
TXN60410,P032,02-03-2025,1,Digital_API,32
TXN12395,P032,13-02-2025,0,Manual_Email,47
TXN95663,P032,10-03-2025,1,Manual_Email,47
TXN86468,P032,28-03-2025,1,Digital_API,27
TXN17755,P032,15-02-2025,1,Digital_API,35
TXN67974,P032,17-03-2025,0,Digital_API,12
TXN35962,P032,20-01-2025,1,Digital_API,43
TXN39402,P032,07-01-2025,1,Digital_API,27
TXN85614,P032,06-03-2025,0,Manual_Email,57
TXN18143,P032,06-02-2025,0,Digital_API,47
TXN93948,P032,11-02-2025,1,Digital_API,16
TXN47770,P032,30-01-2025,1,Digital_API,44
TXN75263,P032,30-01-2025,0,Digital_API,41
TXN53225,P032,28-01-2025,1,Digital_API,10
TXN62724,P032,23-01-2025,1,Digital_API,14
TXN94281,P032,09-01-2025,0,Digital_API,32
TXN73072,P033,12-01-2025,1,Digital_API,13
TXN97663,P033,18-01-2025,1,Digital_API,22
TXN62418,P033,06-01-2025,1,Digital_API,4
